"ADMINID","ENRORGID","PERMNUMBER","GRADE","GRADEBEGIN","GRADEEND","SY"
"SU021","PS187","1300184","07","09/08/2020","","2021"
"SU021","PS187","1300216","07","09/08/2020","","2021"
"SU021","PS187","1300226","07","09/08/2020","","2021"
"SU021","PS187","1300261","07","09/08/2020","","2021"
"SU021","PS187","1300487","07","09/08/2020","","2021"
"SU021","PS187","1300538","07","09/08/2020","","2021"
"SU021","PS187","1300543","07","09/08/2020","","2021"
"SU021","PS187","1300563","07","09/08/2020","","2021"
"SU021","PS187","1300586","07","09/08/2020","","2021"
"SU021","PS187","1300587","07","09/08/2020","","2021"
"SU021","PS187","1300653","07","09/08/2020","","2021"
"SU021","PS187","1300660","07","09/08/2020","","2021"
"SU021","PS187","1300728","07","09/08/2020","","2021"
"SU021","PS187","1300752","07","09/08/2020","","2021"
"SU021","PS295","1300764","06","09/08/2020","","2021"
"SU021","PS295","1300783","06","09/08/2020","","2021"
"SU021","PS187","1300788","07","09/08/2020","","2021"
"SU021","PS187","1300852","07","09/08/2020","","2021"
"SU021","PS187","1300856","08","09/08/2020","","2021"
"SU021","PS187","1300909","07","09/08/2020","","2021"
"SU021","PS187","1300923","08","09/08/2020","","2021"
"SU021","PS187","1300926","07","09/08/2020","","2021"
"SU021","PS187","1300953","07","09/08/2020","","2021"
"SU021","PS187","1300955","07","09/08/2020","","2021"
"SU021","PS187","1300956","08","09/08/2020","","2021"
"SU021","PS187","1300967","08","09/08/2020","","2021"
"SU021","PS187","1300988","07","09/08/2020","","2021"
"SU021","PS187","1301059","08","09/08/2020","","2021"
"SU021","PS187","1301073","07","09/08/2020","","2021"
"SU021","PS187","1301078","08","09/08/2020","","2021"
"SU021","PS187","1301144","08","09/08/2020","","2021"
"SU021","PS295","1301145","05","09/08/2020","","2021"
"SU021","PS187","1301217","07","09/08/2020","","2021"
"SU021","PS187","1301245","08","09/08/2020","","2021"
"SU021","PS187","1301252","07","09/08/2020","","2021"
"SU021","PS187","1301342","08","09/08/2020","","2021"
"SU021","PS187","1301440","08","09/08/2020","","2021"
"SU021","PS295","1301858","02","09/08/2020","","2021"
"SU021","PS142","1302090","02","09/08/2020","","2021"
"SU021","PS295","1302113","03","09/08/2020","","2021"
"SU021","PS295","1302317","02","09/08/2020","","2021"
"SU021","PS295","1302348","06","09/08/2020","","2021"
"SU021","PS142","1302420","02","09/08/2020","","2021"
"SU021","PS295","1302423","02","09/08/2020","","2021"
"SU021","PS295","1302465","06","09/08/2020","","2021"
"SU021","PS295","1302466","03","09/08/2020","","2021"
"SU021","PS295","1302513","02","09/08/2020","","2021"
"SU021","PS295","1302514","02","09/08/2020","","2021"
"SU021","PS142","1302569","03","09/08/2020","","2021"
"SU021","PS295","1302579","02","09/08/2020","","2021"
"SU021","PS295","1303184","06","09/08/2020","","2021"
"SU021","PS295","1303970","06","09/08/2020","","2021"
"SU021","PS295","1304113","02","02/03/2021","","2021"
"SU021","PS295","1304183","02","09/08/2020","","2021"
"SU021","PS295","1304222","02","09/08/2020","","2021"
"SU021","PS295","1304491","02","09/08/2020","","2021"
"SU021","PS295","1304521","02","09/08/2020","","2021"
"SU021","PS115","1304565","02","09/08/2020","","2021"
"SU021","PS142","1304594","02","09/08/2020","","2021"
"SU021","PS295","1304644","02","09/08/2020","","2021"
"SU021","PS295","1304659","02","09/08/2020","","2021"
"SU021","PS142","1304693","03","10/20/2020","","2021"
"SU021","PS295","1304781","02","09/08/2020","","2021"
"SU021","PS295","1305121","02","09/08/2020","","2021"
"SU021","PS295","1305246","02","09/08/2020","","2021"
"SU021","PS295","1305263","02","09/08/2020","11/01/2020","2021"
"SU021","PS142","1305387","02","09/08/2020","","2021"
"SU021","PS295","1305546","02","09/08/2020","","2021"
"SU021","PS295","1305942","02","09/08/2020","","2021"
"SU021","PS142","1306010","05","09/08/2020","","2021"
"SU021","PS142","1306230","05","09/08/2020","","2021"
"SU021","PS187","1306234","07","09/08/2020","","2021"
"SU021","PS295","1306263","05","09/08/2020","","2021"
"SU021","PS295","1306529","06","09/08/2020","","2021"
"SU021","PS295","1306548","06","09/08/2020","","2021"
"SU021","PS187","1306550","09","09/08/2020","","2021"
"SU021","PS295","1306659","02","09/08/2020","","2021"
"SU021","PS142","1306669","02","09/08/2020","","2021"
"SU021","PS142","1306732","03","09/08/2020","09/09/2020","2021"
"SU021","PS142","1306732","03","10/20/2020","","2021"
"SU021","PS115","1306756","04","09/08/2020","","2021"
"SU021","PS142","1306779","04","09/08/2020","09/09/2020","2021"
"SU021","PS142","1306779","04","10/20/2020","","2021"
"SU021","PS142","1307029","02","10/26/2020","","2021"
"SU021","PS115","1307190","06","09/08/2020","","2021"
"SU021","PS115","1307258","02","09/08/2020","","2021"
"SU021","PS295","1307378","02","09/08/2020","","2021"
"SU021","PS115","1307465","02","09/08/2020","","2021"
"SU021","PS142","1307622","04","10/30/2020","","2021"
"SU021","PS115","1307729","02","09/08/2020","","2021"
"SU021","PS295","1307982","03","09/08/2020","","2021"
"SU021","PS142","1308129","01","10/29/2020","","2021"
"SU021","PS115","1308235","02","09/08/2020","","2021"
"SU021","PS115","1308245","02","09/08/2020","","2021"
"SU021","PS295","1308248","02","09/08/2020","","2021"
"SU021","PS295","1308334","01","09/08/2020","","2021"
"SU021","PS142","1308343","04","09/08/2020","","2021"
"SU021","PS142","1308445","02","09/08/2020","","2021"
"SU021","PS187","1308540","07","09/08/2020","","2021"
"SU021","PS187","1308542","07","09/08/2020","","2021"
"SU021","PS187","1308543","07","09/08/2020","","2021"
"SU021","PS187","1308544","07","09/08/2020","","2021"
"SU021","PS187","1308545","07","09/08/2020","","2021"
"SU021","PS187","1309380","07","09/08/2020","","2021"
"SU021","PS142","1309420","05","09/08/2020","","2021"
"SU021","PS295","1309443","04","09/08/2020","","2021"
"SU021","PS187","1309472","07","09/08/2020","","2021"
"SU021","PS295","1309873","01","09/08/2020","","2021"
"SU021","PS142","1309959","04","09/08/2020","","2021"
"SU021","PS295","1310142","01","09/08/2020","","2021"
"SU021","PS295","1310152","02","09/08/2020","","2021"
"SU021","PS295","1310477","06","09/08/2020","","2021"
"SU021","PS295","1310480","06","09/08/2020","","2021"
"SU021","PS295","1310489","06","09/08/2020","","2021"
"SU021","PS295","1310492","06","09/08/2020","","2021"
"SU021","PS295","1310564","06","09/08/2020","","2021"
"SU021","PS295","1310586","06","09/08/2020","","2021"
"SU021","PS295","1310615","06","09/08/2020","","2021"
"SU021","PS295","1310625","06","09/08/2020","","2021"
"SU021","PS295","1310626","06","09/08/2020","","2021"
"SU021","PS295","1310652","06","09/08/2020","","2021"
"SU021","PS187","1310694","07","09/08/2020","","2021"
"SU021","PS187","1310746","07","09/08/2020","","2021"
"SU021","PS295","1310819","06","09/08/2020","","2021"
"SU021","PS187","1310850","07","09/16/2020","","2021"
"SU021","PS295","1310874","06","09/08/2020","","2021"
"SU021","PS295","1310889","06","09/08/2020","","2021"
"SU021","PS115","1310901","06","09/08/2020","","2021"
"SU021","PS115","1310912","06","09/08/2020","","2021"
"SU021","PS115","1310913","06","09/08/2020","","2021"
"SU021","PS115","1310920","06","09/08/2020","","2021"
"SU021","PS187","1310921","07","09/08/2020","","2021"
"SU021","PS295","1310925","06","09/08/2020","","2021"
"SU021","PS187","1310930","07","09/08/2020","","2021"
"SU021","PS115","1310931","06","09/08/2020","","2021"
"SU021","PS187","1310940","07","09/08/2020","","2021"
"SU021","PS115","1310944","06","09/08/2020","","2021"
"SU021","PS115","1310949","06","09/08/2020","","2021"
"SU021","PS187","1311075","07","09/08/2020","","2021"
"SU021","PS187","1311097","07","09/08/2020","","2021"
"SU021","PS115","1311126","05","09/08/2020","","2021"
"SU021","PS142","1311374","06","09/08/2020","","2021"
"SU021","PS142","1311399","06","09/08/2020","","2021"
"SU021","PS142","1311410","06","09/08/2020","","2021"
"SU021","PS142","1311414","06","09/08/2020","","2021"
"SU021","PS142","1311415","06","09/08/2020","","2021"
"SU021","PS142","1311490","06","09/08/2020","","2021"
"SU021","PS142","1311589","06","09/08/2020","","2021"
"SU021","PS142","1311605","06","09/08/2020","","2021"
"SU021","PS142","1311633","06","09/08/2020","","2021"
"SU021","PS142","1313162","01","09/08/2020","","2021"
"SU021","PS142","1313216","01","09/08/2020","","2021"
"SU021","PS295","1313274","01","09/08/2020","","2021"
"SU021","PS142","1313309","04","09/08/2020","","2021"
"SU021","PS295","1313313","02","09/08/2020","","2021"
"SU021","PS295","1313326","01","09/08/2020","","2021"
"SU021","PS142","1313356","02","09/08/2020","","2021"
"SU021","PS115","1313401","01","09/08/2020","","2021"
"SU021","PS295","1313435","01","09/08/2020","","2021"
"SU021","PS295","1313722","06","09/08/2020","","2021"
"SU021","PS142","1313765","04","09/08/2020","","2021"
"SU021","PS187","1313834","09","09/08/2020","","2021"
"SU021","PS295","1313838","03","09/08/2020","","2021"
"SU021","PS142","1313885","04","09/08/2020","","2021"
"SU021","PS295","1314614","05","09/08/2020","","2021"
"SU021","PS295","1315046","05","09/08/2020","","2021"
"SU021","PS295","1315518","06","09/08/2020","","2021"
"SU021","PS295","1315830","01","09/08/2020","","2021"
"SU021","PS295","1316057","01","09/08/2020","","2021"
"SU021","PS295","1316065","01","09/08/2020","","2021"
"SU021","PS295","1316279","01","09/08/2020","","2021"
"SU021","PS295","1316367","01","09/08/2020","","2021"
"SU021","PS295","1316381","01","09/08/2020","","2021"
"SU021","PS295","1316413","01","09/08/2020","","2021"
"SU021","PS295","1316427","01","09/08/2020","","2021"
"SU021","PS142","1316433","01","01/19/2021","","2021"
"SU021","PS142","1316501","01","09/08/2020","","2021"
"SU021","PS295","1316522","01","09/08/2020","","2021"
"SU021","PS142","1316547","01","09/08/2020","","2021"
"SU021","PS115","1316593","01","09/08/2020","","2021"
"SU021","PS295","1316642","02","09/08/2020","","2021"
"SU021","PS115","1316685","05","09/08/2020","","2021"
"SU021","PS295","1316698","01","09/08/2020","09/21/2020","2021"
"SU021","PS295","1316702","01","09/08/2020","","2021"
"SU021","PS295","1316778","01","09/08/2020","","2021"
"SU021","PS115","1316813","01","09/08/2020","","2021"
"SU021","PS142","1316821","01","09/08/2020","","2021"
"SU021","PS295","1316834","01","09/08/2020","","2021"
"SU021","PS295","1316909","01","09/08/2020","","2021"
"SU021","PS295","1317106","05","09/08/2020","","2021"
"SU021","PS295","1317219","03","09/08/2020","","2021"
"SU021","PS295","1317391","01","09/08/2020","02/04/2021","2021"
"SU021","PS295","1317437","05","09/08/2020","","2021"
"SU021","PS142","1317438","04","09/08/2020","","2021"
"SU021","PS295","1317444","06","09/08/2020","","2021"
"SU021","PS295","1317694","01","09/08/2020","","2021"
"SU021","PS295","1317696","01","09/08/2020","","2021"
"SU021","PS295","1317716","01","09/08/2020","","2021"
"SU021","PS295","1317782","01","09/08/2020","","2021"
"SU021","PS295","1317842","02","09/08/2020","","2021"
"SU021","PS142","1318000","KF","09/08/2020","","2021"
"SU021","PS142","1318146","06","09/08/2020","","2021"
"SU021","PS187","1318579","07","09/08/2020","","2021"
"SU021","PS142","1318609","01","11/16/2020","","2021"
"SU021","PS187","1318638","10","09/08/2020","","2021"
"SU021","PS142","1318655","01","09/08/2020","","2021"
"SU021","PS295","1318688","01","09/08/2020","","2021"
"SU021","PS295","1318713","01","09/08/2020","","2021"
"SU021","PS295","1318719","01","09/11/2020","","2021"
"SU021","PS142","1318751","01","09/08/2020","","2021"
"SU021","PS295","1318765","01","09/08/2020","","2021"
"SU021","PS295","1319105","06","09/08/2020","","2021"
"SU021","PS187","1319295","08","09/08/2020","","2021"
"SU021","PS295","1319587","06","09/08/2020","","2021"
"SU021","PS295","1319598","06","09/08/2020","","2021"
"SU021","PS295","1319599","06","09/08/2020","","2021"
"SU021","PS187","1319601","12","09/08/2020","","2021"
"SU021","PS187","1319602","10","09/08/2020","","2021"
"SU021","PS295","1319604","05","09/08/2020","","2021"
"SU021","PS295","1319610","06","09/08/2020","","2021"
"SU021","PS142","1319611","06","09/08/2020","","2021"
"SU021","PS295","1319627","06","09/08/2020","01/10/2021","2021"
"SU021","PS295","1319630","05","09/08/2020","","2021"
"SU021","PS115","1319634","06","09/08/2020","","2021"
"SU021","PS295","1319635","06","09/08/2020","","2021"
"SU021","PS295","1319638","06","09/08/2020","","2021"
"SU021","PS295","1319643","06","09/08/2020","","2021"
"SU021","PS295","1319645","06","09/08/2020","","2021"
"SU021","PS142","1319905","06","09/08/2020","","2021"
"SU021","PS142","1320184","KF","09/08/2020","","2021"
"SU021","PS142","1320226","KF","09/22/2020","","2021"
"SU021","PS295","1320254","01","09/08/2020","","2021"
"SU021","PS142","1320268","KF","09/08/2020","","2021"
"SU021","PS295","1320319","04","09/08/2020","","2021"
"SU021","PS295","1320382","KF","09/08/2020","","2021"
"SU021","PS115","1320404","KF","09/08/2020","","2021"
"SU021","PS142","1320434","01","10/20/2020","","2021"
"SU021","PS295","1320440","01","09/08/2020","","2021"
"SU021","PS142","1320494","01","09/08/2020","","2021"
"SU021","PS295","1320701","05","09/08/2020","","2021"
"SU021","PS187","1358526","07","09/08/2020","","2021"
"SU021","PS295","1397686","05","09/08/2020","","2021"
"SU021","PS295","1397707","05","09/08/2020","","2021"
"SU021","PS295","1398285","05","09/08/2020","","2021"
"SU021","PS295","1398286","05","09/08/2020","","2021"
"SU021","PS115","1398288","04","09/08/2020","","2021"
"SU021","PS115","1398290","05","09/08/2020","","2021"
"SU021","PS115","1398292","04","09/08/2020","","2021"
"SU021","PS295","1398309","05","09/08/2020","","2021"
"SU021","PS115","1398315","05","09/08/2020","","2021"
"SU021","PS295","1398320","05","09/08/2020","","2021"
"SU021","PS115","1398321","04","09/08/2020","","2021"
"SU021","PS295","1398332","05","09/08/2020","","2021"
"SU021","PS115","1398333","04","09/08/2020","","2021"
"SU021","PS115","1398334","04","09/08/2020","","2021"
"SU021","PS295","1398335","05","09/08/2020","","2021"
"SU021","PS295","1398350","05","09/08/2020","","2021"
"SU021","PS115","1398358","05","09/08/2020","","2021"
"SU021","PS295","1398364","05","09/08/2020","","2021"
"SU021","PS295","1398365","05","09/08/2020","","2021"
"SU021","PS295","1398369","05","09/08/2020","","2021"
"SU021","PS115","1398378","04","09/08/2020","","2021"
"SU021","PS115","1398383","05","09/08/2020","","2021"
"SU021","PS115","1398385","04","09/08/2020","","2021"
"SU021","PS295","1398388","05","09/08/2020","","2021"
"SU021","PS295","1398389","05","09/08/2020","","2021"
"SU021","PS115","1398391","05","09/08/2020","","2021"
"SU021","PS115","1398395","05","09/08/2020","","2021"
"SU021","PS115","1398396","04","09/08/2020","","2021"
"SU021","PS115","1398398","05","09/08/2020","","2021"
"SU021","PS142","1398620","04","09/08/2020","","2021"
"SU021","PS142","1398625","05","09/08/2020","","2021"
"SU021","PS142","1398633","05","09/08/2020","","2021"
"SU021","PS142","1398647","04","09/08/2020","","2021"
"SU021","PS142","1398705","05","09/08/2020","","2021"
"SU021","PS142","1398706","04","09/08/2020","","2021"
"SU021","PS142","1398721","05","09/08/2020","","2021"
"SU021","PS142","1398727","05","09/08/2020","","2021"
"SU021","PS142","1398739","05","09/08/2020","","2021"
"SU021","PS142","1398770","05","09/08/2020","","2021"
"SU021","PS295","1398791","05","09/08/2020","","2021"
"SU021","PS115","1398798","05","09/08/2020","","2021"
"SU021","PS295","1398807","05","09/08/2020","","2021"
"SU021","PS142","1398812","04","09/08/2020","","2021"
"SU021","PS142","1398819","05","09/08/2020","","2021"
"SU021","PS142","1398845","05","09/08/2020","","2021"
"SU021","PS142","1399007","04","09/08/2020","","2021"
"SU021","PS142","1399267","06","09/08/2020","","2021"
"SU021","PS187","1399439","12","09/08/2020","","2021"
"SU021","PS115","1399493","06","09/08/2020","","2021"
"SU021","PS295","1399553","KF","09/08/2020","","2021"
"SU021","PS295","1399582","KF","09/08/2020","","2021"
"SU021","PS142","1399586","KF","09/08/2020","","2021"
"SU021","PS115","1399664","KF","09/08/2020","","2021"
"SU021","PS295","1399802","04","09/08/2020","","2021"
"SU021","PS142","1399947","KF","09/08/2020","09/21/2020","2021"
"SU021","PS142","1399947","KF","01/25/2021","","2021"
"SU021","PS295","1400063","KF","09/15/2020","","2021"
"SU021","PS295","1400127","KF","09/08/2020","09/29/2020","2021"
"SU021","PS115","1400142","KF","09/08/2020","","2021"
"SU021","PS142","1401092","KF","09/08/2020","","2021"
"SU021","PS295","1401117","KF","11/16/2020","","2021"
"SU021","PS142","1401326","03","09/08/2020","","2021"
"SU021","PS295","1401328","03","09/08/2020","","2021"
"SU021","PS142","1401368","06","09/08/2020","","2021"
"SU021","PS187","1401369","07","09/08/2020","","2021"
"SU021","PS295","1401516","KF","09/08/2020","","2021"
"SU021","PS295","1401560","KF","09/08/2020","","2021"
"SU021","PS115","1401598","KF","09/08/2020","","2021"
"SU021","PS295","1401619","KF","09/08/2020","","2021"
"SU021","PS295","1401702","KF","10/19/2020","","2021"
"SU021","PS295","1401803","KF","09/08/2020","","2021"
"SU021","PS295","1402320","01","09/08/2020","","2021"
"SU021","PS295","1402366","KF","09/08/2020","","2021"
"SU021","PS295","1402395","KF","09/08/2020","","2021"
"SU021","PS295","1402433","KF","09/08/2020","","2021"
"SU021","PS295","1402569","04","09/08/2020","","2021"
"SU021","PS115","1402716","KF","09/08/2020","","2021"
"SU021","PS295","1402738","01","09/15/2020","11/22/2020","2021"
"SU021","PS295","1402842","KF","09/08/2020","","2021"
"SU021","PS295","1403012","KF","09/08/2020","","2021"
"SU021","PS295","1403408","01","09/08/2020","","2021"
"SU021","PS295","1403492","KF","09/08/2020","","2021"
"SU021","PS295","1403572","KF","09/08/2020","","2021"
"SU021","PS295","1403777","KF","09/08/2020","","2021"
"SU021","PS295","1403816","02","09/08/2020","","2021"
"SU021","PS295","1403919","KF","09/08/2020","","2021"
"SU021","PS295","1403920","KF","09/08/2020","","2021"
"SU021","PS295","1404006","KF","09/08/2020","","2021"
"SU021","PS142","1404027","KF","01/27/2021","","2021"
"SU021","PS142","1404146","PK","09/08/2020","","2021"
"SU021","PS295","1404174","KF","09/08/2020","","2021"
"SU021","PS295","1404257","03","09/08/2020","","2021"
"SU021","PS115","1404357","KF","09/08/2020","","2021"
"SU021","PS295","1404427","PK","09/08/2020","","2021"
"SU021","PS142","1404554","KF","09/08/2020","","2021"
"SU021","PS295","1404619","KF","09/08/2020","","2021"
"SU021","PS115","1404733","KF","09/08/2020","","2021"
"SU021","PS295","1404757","PK","09/08/2020","","2021"
"SU021","PS142","1404954","01","09/08/2020","","2021"
"SU021","PS295","1404960","PK","09/08/2020","","2021"
"SU021","PS295","1405525","PK","10/19/2020","","2021"
"SU021","PS142","1405574","PK","09/22/2020","","2021"
"SU021","PS295","1405658","KF","09/08/2020","","2021"
"SU021","PS295","1405707","KF","09/08/2020","","2021"
"SU021","PS295","1405724","PK","09/08/2020","","2021"
"SU021","PS295","1405741","02","09/08/2020","","2021"
"SU021","PS295","1406735","PK","09/08/2020","","2021"
"SU021","PS142","1407228","PK","09/08/2020","","2021"
"SU021","PS187","1407248","10","09/08/2020","","2021"
"SU021","PS295","1407345","PK","01/14/2021","","2021"
"SU021","PS295","1407347","PK","09/08/2020","","2021"
"SU021","PS295","1407351","PK","09/21/2020","10/05/2020","2021"
"SU021","PS142","1407611","EE","09/08/2020","","2021"
"SU021","PS142","1407750","KF","09/08/2020","","2021"
"SU021","PS142","1407765","EE","09/08/2020","","2021"
"SU021","PS295","1408130","PK","09/08/2020","03/02/2021","2021"
"SU021","PS295","1408147","EE","09/08/2020","","2021"
"SU021","PS295","1408159","01","09/08/2020","","2021"
"SU021","PS142","1408237","KF","09/08/2020","","2021"
"SU021","PS295","1408354","KF","09/08/2020","","2021"
"SU021","PS295","1408381","01","09/08/2020","","2021"
"SU021","PS295","1408442","PK","09/08/2020","","2021"
"SU021","PS295","1408471","PK","09/08/2020","","2021"
"SU021","PS295","1408490","PK","09/08/2020","","2021"
"SU021","PS295","1408503","01","09/08/2020","","2021"
"SU021","PS142","1408506","02","09/08/2020","","2021"
"SU021","PS295","1408718","01","09/08/2020","","2021"
"SU021","PS295","1408770","PK","09/08/2020","","2021"
"SU021","PS295","1408806","01","09/08/2020","","2021"
"SU021","PS295","1408962","PK","09/08/2020","","2021"
"SU021","PS295","1408995","PK","09/08/2020","","2021"
"SU021","PS295","1408998","EE","09/08/2020","","2021"
"SU021","PS295","1409027","PK","09/08/2020","","2021"
"SU021","PS295","1409033","01","09/08/2020","","2021"
"SU021","PS115","1409131","PK","09/08/2020","","2021"
"SU021","PS142","1409317","KF","09/08/2020","","2021"
"SU021","PS295","1409339","PK","09/08/2020","09/24/2020","2021"
"SU021","PS295","1409428","PK","10/19/2020","","2021"
"SU021","PS115","1409444","EE","11/02/2020","","2021"
"SU021","PS295","1409477","PK","10/19/2020","","2021"
"SU021","PS142","1410072","02","12/07/2020","","2021"
"SU021","PS142","1410219","03","12/07/2020","","2021"
"SU021","PS295","1411103","PK","09/08/2020","","2021"
"SU021","PS142","1411172","PK","09/03/2019","","2021"
"SU021","PS295","1411406","PK","09/08/2020","","2021"
"SU021","PS295","1411451","KF","09/08/2020","","2021"
"SU021","PS142","1411504","01","09/08/2020","","2021"
"SU021","PS295","1411721","PK","09/08/2020","12/03/2020","2021"
"SU021","PS295","1411780","PK","09/08/2020","","2021"
"SU021","PS142","1411889","PK","09/08/2020","","2021"
"SU021","PS295","1411900","PK","02/09/2021","","2021"
"SU021","PS295","1412207","KF","09/08/2020","","2021"
"SU021","PS295","1412428","PK","09/08/2020","03/02/2021","2021"
"SU021","PS295","1412505","PK","09/08/2020","","2021"
"SU021","PS295","1412540","PK","09/08/2020","","2021"
"SU021","PS115","1412579","PK","09/08/2020","","2021"
"SU021","PS295","1412585","01","09/08/2020","","2021"
"SU021","PS295","1412695","PK","11/03/2020","","2021"
"SU021","PS295","1412906","01","09/08/2020","","2021"
"SU021","PS295","1412913","PK","09/08/2020","","2021"
"SU021","PS295","1412997","PK","09/09/2020","","2021"
"SU021","PS295","1413018","PK","09/08/2020","","2021"
"SU021","PS295","1413095","PK","09/08/2020","","2021"
"SU021","PS115","1413121","06","09/08/2020","","2021"
"SU021","PS115","1413142","03","09/08/2020","","2021"
"SU021","PS295","1413200","PK","10/19/2020","","2021"
"SU021","PS295","1413403","EE","09/08/2020","10/28/2020","2021"
"SU021","PS142","1413583","PK","10/05/2020","","2021"
"SU021","PS295","1413593","01","09/08/2020","","2021"
"SU021","PS295","1413685","PK","09/08/2020","","2021"
"SU021","PS295","1413710","PK","09/08/2020","","2021"
"SU021","PS115","1413882","01","09/08/2020","","2021"
"SU021","PS115","1413990","KF","09/08/2020","","2021"
"SU021","PS295","1415087","PK","09/08/2020","","2021"
"SU021","PS295","1415458","PK","09/08/2020","","2021"
"SU021","PS115","1415572","PK","09/08/2020","","2021"
"SU021","PS115","1415606","01","09/08/2020","","2021"
"SU021","PS142","1417224","02","09/08/2020","","2021"
"SU021","PS295","1417556","KF","09/08/2020","","2021"
"SU021","PS295","1417646","EE","09/08/2020","","2021"
"SU021","PS295","1417649","KF","09/08/2020","","2021"
"SU021","PS295","1418673","PK","10/19/2020","10/22/2020","2021"
"SU021","PS295","1419139","PK","03/12/2020","","2021"
"SU021","PS295","1420377","PK","09/08/2020","","2021"
"SU021","PS295","1430172","KF","09/08/2020","","2021"
"SU021","PS295","1430277","04","09/08/2020","","2021"
"SU021","PS187","1430430","07","09/08/2020","","2021"
"SU021","PS115","1430513","04","09/08/2020","","2021"
"SU021","PS115","1430714","05","09/08/2020","","2021"
"SU021","PS295","1431209","03","09/08/2020","","2021"
"SU021","PS295","1431210","03","09/08/2020","","2021"
"SU021","PS295","1431211","03","09/08/2020","","2021"
"SU021","PS295","1431212","03","09/08/2020","","2021"
"SU021","PS295","1431215","03","09/08/2020","","2021"
"SU021","PS295","1431216","03","09/08/2020","","2021"
"SU021","PS142","1431217","03","09/08/2020","","2021"
"SU021","PS295","1431218","04","09/08/2020","","2021"
"SU021","PS115","1431219","04","09/08/2020","","2021"
"SU021","PS115","1431220","04","09/08/2020","","2021"
"SU021","PS295","1431221","04","09/08/2020","","2021"
"SU021","PS295","1431222","04","09/08/2020","","2021"
"SU021","PS295","1431223","04","09/08/2020","","2021"
"SU021","PS295","1431235","04","09/08/2020","","2021"
"SU021","PS295","1431236","04","09/08/2020","","2021"
"SU021","PS295","1431237","04","09/08/2020","","2021"
"SU021","PS295","1431238","04","09/08/2020","","2021"
"SU021","PS295","1431239","04","09/08/2020","","2021"
"SU021","PS295","1431241","04","09/08/2020","","2021"
"SU021","PS295","1431243","04","09/08/2020","","2021"
"SU021","PS295","1431244","04","09/08/2020","","2021"
"SU021","PS295","1431245","04","09/08/2020","","2021"
"SU021","PS295","1431246","05","09/08/2020","","2021"
"SU021","PS295","1431249","05","09/08/2020","","2021"
"SU021","PS295","1431250","05","09/08/2020","","2021"
"SU021","PS295","1431251","05","09/08/2020","","2021"
"SU021","PS295","1431255","05","09/08/2020","","2021"
"SU021","PS295","1431739","05","09/08/2020","","2021"
"SU021","PS142","1432320","03","09/08/2020","","2021"
"SU021","PS187","1432396","08","09/08/2020","","2021"
"SU021","PS142","1432415","05","09/08/2020","","2021"
"SU021","PS295","1432433","05","09/08/2020","","2021"
"SU021","PS295","1432466","03","09/08/2020","","2021"
"SU021","PS295","1434236","04","09/08/2020","","2021"
"SU021","PS295","1434237","03","09/08/2020","","2021"
"SU021","PS142","1434455","03","09/08/2020","","2021"
"SU021","PS115","1434734","03","09/08/2020","","2021"
"SU021","PS142","1434780","04","09/08/2020","","2021"
"SU021","PS142","1434802","03","09/08/2020","","2021"
"SU021","PS142","1434810","04","09/08/2020","","2021"
"SU021","PS115","1434828","02","09/08/2020","","2021"
"SU021","PS142","1434833","04","09/08/2020","","2021"
"SU021","PS142","1434842","04","09/08/2020","","2021"
"SU021","PS115","1434876","03","09/08/2020","","2021"
"SU021","PS142","1434883","04","09/08/2020","","2021"
"SU021","PS142","1434896","04","09/08/2020","","2021"
"SU021","PS295","1434905","04","09/08/2020","","2021"
"SU021","PS295","1434934","03","09/08/2020","","2021"
"SU021","PS142","1435004","03","09/08/2020","","2021"
"SU021","PS142","1435023","04","09/08/2020","","2021"
"SU021","PS142","1435030","04","09/08/2020","","2021"
"SU021","PS142","1435043","03","09/08/2020","","2021"
"SU021","PS142","1435046","03","09/08/2020","","2021"
"SU021","PS142","1436354","02","09/08/2020","","2021"
"SU021","PS295","1436375","04","09/08/2020","","2021"
"SU021","PS295","1436385","02","09/08/2020","","2021"
"SU021","PS295","1436389","03","09/08/2020","","2021"
"SU021","PS295","1438323","04","09/08/2020","","2021"
"SU021","PS295","1438324","04","09/08/2020","","2021"
"SU021","PS295","1438325","03","09/08/2020","","2021"
"SU021","PS295","1438326","04","09/08/2020","","2021"
"SU021","PS295","1438329","04","09/08/2020","","2021"
"SU021","PS295","1438331","04","09/08/2020","","2021"
"SU021","PS295","1438333","04","09/08/2020","","2021"
"SU021","PS295","1438335","04","09/08/2020","10/06/2020","2021"
"SU021","PS295","1438338","04","09/08/2020","","2021"
"SU021","PS295","1438565","04","09/08/2020","","2021"
"SU021","PS295","1438571","04","09/08/2020","","2021"
"SU021","PS295","1438573","04","09/08/2020","","2021"
"SU021","PS295","1438574","04","09/08/2020","","2021"
"SU021","PS295","1438576","04","09/08/2020","","2021"
"SU021","PS295","1438628","04","09/08/2020","","2021"
"SU021","PS295","1438636","04","09/08/2020","","2021"
"SU021","PS295","1438683","03","09/08/2020","","2021"
"SU021","PS142","1438712","04","09/08/2020","","2021"
"SU021","PS142","1438730","04","09/08/2020","","2021"
"SU021","PS142","1438758","04","09/08/2020","","2021"
"SU021","PS142","1438786","04","09/08/2020","","2021"
