"ADMINID","ENRORGID","PERMNUMBER","GRADE","GRADEBEGIN","GRADEEND","SY"
"SU021","PS187","1251853","10","09/08/2020","","2021"
"SU021","PS187","1251974","10","09/08/2020","","2021"
"SU021","PS115","1252045","06","09/08/2020","","2021"
"SU021","PS187","1252062","07","09/08/2020","","2021"
"SU021","PS295","1252099","06","09/08/2020","","2021"
"SU021","PS187","1252103","07","09/08/2020","","2021"
"SU021","PS187","1252105","09","09/08/2020","","2021"
"SU021","PS187","1252128","07","09/08/2020","","2021"
"SU021","PS187","1252163","09","09/08/2020","","2021"
"SU021","PS187","1252470","12","09/08/2020","09/09/2020","2021"
"SU021","PS187","1252546","11","09/08/2020","","2021"
"SU021","PS187","1252547","10","09/08/2020","","2021"
"SU021","PS187","1252716","11","09/08/2020","","2021"
"SU021","PS187","1252722","11","09/08/2020","","2021"
"SU021","PS187","1252743","11","09/08/2020","","2021"
"SU021","PS187","1252744","11","09/08/2020","","2021"
"SU021","PS187","1252780","11","09/08/2020","","2021"
"SU021","PS187","1252782","11","09/08/2020","","2021"
"SU021","PS187","1252789","11","09/08/2020","","2021"
"SU021","PS187","1252808","11","09/08/2020","","2021"
"SU021","PS187","1253711","07","09/08/2020","","2021"
"SU021","PS295","1253774","06","09/08/2020","","2021"
"SU021","PS187","1253776","07","09/08/2020","","2021"
"SU021","PS142","1253790","06","09/08/2020","01/25/2021","2021"
"SU021","PS142","1253793","05","09/08/2020","","2021"
"SU021","PS295","1253795","05","09/08/2020","","2021"
"SU021","PS187","1253867","09","09/08/2020","","2021"
"SU021","PS187","1253868","07","09/08/2020","","2021"
"SU021","PS187","1253870","09","09/08/2020","","2021"
"SU021","PS142","1253873","06","09/08/2020","","2021"
"SU021","PS295","1254067","06","09/08/2020","","2021"
"SU021","PS187","1254091","10","09/08/2020","","2021"
"SU021","PS187","1254516","07","09/08/2020","","2021"
"SU021","PS187","1254628","07","09/08/2020","","2021"
"SU021","PS295","1254629","06","09/08/2020","","2021"
"SU021","PS187","1254644","08","09/08/2020","","2021"
"SU021","PS142","1254734","06","09/08/2020","","2021"
"SU021","PS187","1254747","07","09/08/2020","","2021"
"SU021","PS295","1254752","06","09/08/2020","","2021"
"SU021","PS295","1254754","06","09/08/2020","","2021"
"SU021","PS295","1254755","06","09/08/2020","","2021"
"SU021","PS295","1254756","06","09/08/2020","","2021"
"SU021","PS187","1254813","10","09/08/2020","","2021"
"SU021","PS187","1254817","09","09/08/2020","","2021"
"SU021","PS187","1254818","12","09/08/2020","","2021"
"SU021","PS187","1254855","10","09/08/2020","","2021"
"SU021","PS187","1254860","08","09/08/2020","","2021"
"SU021","PS295","1254864","06","09/08/2020","","2021"
"SU021","PS142","1254866","06","09/08/2020","","2021"
"SU021","PS142","1254867","06","09/08/2020","","2021"
"SU021","PS187","1254870","10","09/08/2020","","2021"
"SU021","PS295","1254901","06","09/08/2020","","2021"
"SU021","PS187","1255268","11","09/08/2020","","2021"
"SU021","PS187","1255866","10","09/08/2020","12/09/2020","2021"
"SU021","PS187","1255866","10","01/25/2021","","2021"
"SU021","PS187","1255905","09","09/08/2020","","2021"
"SU021","PS187","1256004","10","09/08/2020","","2021"
"SU021","PS187","1256016","10","09/08/2020","","2021"
"SU021","PS187","1256063","09","09/08/2020","","2021"
"SU021","PS187","1256074","09","09/08/2020","","2021"
"SU021","PS187","1256078","09","09/08/2020","","2021"
"SU021","PS187","1256088","10","09/08/2020","","2021"
"SU021","PS187","1256096","11","09/08/2020","","2021"
"SU021","PS187","1256103","10","09/08/2020","","2021"
"SU021","PS187","1256114","10","09/08/2020","","2021"
"SU021","PS187","1256119","10","09/08/2020","","2021"
"SU021","PS187","1256123","10","09/08/2020","","2021"
"SU021","PS187","1256124","10","09/08/2020","","2021"
"SU021","PS187","1256135","10","09/08/2020","","2021"
"SU021","PS187","1256230","10","09/08/2020","","2021"
"SU021","PS187","1256236","10","09/08/2020","","2021"
"SU021","PS187","1256238","10","09/08/2020","","2021"
"SU021","PS187","1256266","10","09/08/2020","","2021"
"SU021","PS187","1256291","11","09/08/2020","","2021"
"SU021","PS187","1256300","10","09/08/2020","","2021"
"SU021","PS187","1256321","11","09/08/2020","","2021"
"SU021","PS187","1256335","10","09/08/2020","","2021"
"SU021","PS187","1256338","10","09/08/2020","","2021"
"SU021","PS187","1256342","10","09/08/2020","","2021"
"SU021","PS187","1256363","10","09/08/2020","","2021"
"SU021","PS187","1256382","11","09/08/2020","","2021"
"SU021","PS187","1256385","11","09/08/2020","","2021"
"SU021","PS187","1256414","10","09/08/2020","","2021"
"SU021","PS187","1256509","10","09/08/2020","","2021"
"SU021","PS187","1256514","11","09/08/2020","","2021"
"SU021","PS187","1256538","10","09/08/2020","","2021"
"SU021","PS187","1256556","11","09/08/2020","","2021"
"SU021","PS187","1256633","10","09/08/2020","","2021"
"SU021","PS187","1256667","10","09/08/2020","","2021"
"SU021","PS187","1256794","10","09/08/2020","","2021"
"SU021","PS187","1256803","10","09/08/2020","","2021"
"SU021","PS187","1256804","10","09/08/2020","","2021"
"SU021","PS187","1256811","10","09/08/2020","11/13/2020","2021"
"SU021","PS187","1256811","10","11/19/2020","","2021"
"SU021","PS187","1256858","10","01/25/2021","","2021"
"SU021","PS187","1256908","10","09/08/2020","","2021"
"SU021","PS187","1256926","11","09/08/2020","","2021"
"SU021","PS187","1256941","10","09/08/2020","","2021"
"SU021","PS187","1256961","10","09/08/2020","","2021"
"SU021","PS187","1256974","10","09/08/2020","","2021"
"SU021","PS187","1257005","10","09/08/2020","","2021"
"SU021","PS187","1257035","10","09/08/2020","","2021"
"SU021","PS187","1257249","10","09/30/2020","","2021"
"SU021","PS187","1257336","11","09/08/2020","","2021"
"SU021","PS187","1257449","10","09/08/2020","","2021"
"SU021","PS187","1257589","11","09/08/2020","","2021"
"SU021","PS187","1257882","11","09/08/2020","","2021"
"SU021","PS187","1258247","12","09/08/2020","","2021"
"SU021","PS187","1258352","11","09/08/2020","","2021"
"SU021","PS187","1259562","11","09/08/2020","","2021"
"SU021","PS187","1259679","10","09/08/2020","","2021"
"SU021","PS142","1260344","06","09/08/2020","","2021"
"SU021","PS187","1260449","07","09/08/2020","","2021"
"SU021","PS295","1260467","06","09/08/2020","","2021"
"SU021","PS142","1260517","05","09/08/2020","","2021"
"SU021","PS142","1260554","05","09/08/2020","","2021"
"SU021","PS187","1260606","10","09/08/2020","","2021"
"SU021","PS142","1260672","05","09/08/2020","","2021"
"SU021","PS295","1260678","05","09/08/2020","","2021"
"SU021","PS142","1260717","06","09/08/2020","09/28/2020","2021"
"SU021","PS295","1260742","05","09/08/2020","","2021"
"SU021","PS295","1260769","05","09/08/2020","","2021"
"SU021","PS295","1261066","05","09/08/2020","","2021"
"SU021","PS295","1261091","05","09/10/2020","","2021"
"SU021","PS295","1261095","06","09/08/2020","","2021"
"SU021","PS295","1261173","05","09/08/2020","","2021"
"SU021","PS187","1261321","07","09/08/2020","","2021"
"SU021","PS295","1261333","05","09/08/2020","","2021"
"SU021","PS295","1261338","05","09/08/2020","","2021"
"SU021","PS187","1261486","09","09/08/2020","","2021"
"SU021","PS187","1261838","11","09/08/2020","","2021"
"SU021","PS187","1262269","09","09/08/2020","","2021"
"SU021","PS187","1263143","07","09/08/2020","","2021"
"SU021","PS142","1263254","05","09/08/2020","01/03/2021","2021"
"SU021","PS187","1263337","08","09/08/2020","","2021"
"SU021","PS115","1263366","05","09/08/2020","","2021"
"SU021","PS295","1263400","05","09/08/2020","","2021"
"SU021","PS295","1263403","05","09/08/2020","","2021"
"SU021","PS187","1263500","12","09/08/2020","","2021"
"SU021","PS295","1263581","05","09/08/2020","11/01/2020","2021"
"SU021","PS295","1263606","05","09/08/2020","","2021"
"SU021","PS142","1263698","05","09/08/2020","","2021"
"SU021","PS295","1263898","05","09/08/2020","","2021"
"SU021","PS295","1263946","05","09/08/2020","","2021"
"SU021","PS115","1263964","05","09/08/2020","","2021"
"SU021","PS142","1264018","05","09/08/2020","","2021"
"SU021","PS142","1264128","05","09/08/2020","","2021"
"SU021","PS295","1264287","05","09/08/2020","","2021"
"SU021","PS142","1264484","05","09/08/2020","","2021"
"SU021","PS142","1264615","05","09/08/2020","","2021"
"SU021","PS142","1264640","05","09/08/2020","","2021"
"SU021","PS142","1264922","05","09/08/2020","01/27/2021","2021"
"SU021","PS142","1264975","05","09/08/2020","","2021"
"SU021","PS295","1265017","05","09/08/2020","","2021"
"SU021","PS187","1265030","07","09/08/2020","","2021"
"SU021","PS187","1265095","07","09/08/2020","","2021"
"SU021","PS187","1268968","07","09/08/2020","","2021"
"SU021","PS187","1269180","10","09/08/2020","","2021"
"SU021","PS295","1269371","05","09/08/2020","","2021"
"SU021","PS187","1269407","09","09/08/2020","10/13/2020","2021"
"SU021","PS187","1269407","09","10/22/2020","","2021"
"SU021","PS295","1269437","05","09/08/2020","","2021"
"SU021","PS295","1269468","05","09/08/2020","","2021"
"SU021","PS187","1269569","07","09/08/2020","","2021"
"SU021","PS295","1269636","05","09/08/2020","","2021"
"SU021","PS295","1269651","05","09/08/2020","","2021"
"SU021","PS187","1269666","07","09/08/2020","","2021"
"SU021","PS187","1269676","07","09/08/2020","","2021"
"SU021","PS295","1269751","05","09/08/2020","","2021"
"SU021","PS142","1269804","05","09/08/2020","","2021"
"SU021","PS295","1269819","05","09/08/2020","","2021"
"SU021","PS115","1269914","05","09/08/2020","","2021"
"SU021","PS187","1269966","07","09/08/2020","","2021"
"SU021","PS295","1269975","05","09/08/2020","","2021"
"SU021","PS115","1269978","05","09/08/2020","","2021"
"SU021","PS187","1270060","10","09/08/2020","","2021"
"SU021","PS187","1270061","09","09/08/2020","","2021"
"SU021","PS187","1270062","08","09/08/2020","","2021"
"SU021","PS187","1270063","09","09/08/2020","","2021"
"SU021","PS187","1270064","09","09/08/2020","","2021"
"SU021","PS187","1270066","08","09/08/2020","","2021"
"SU021","PS187","1270075","11","09/08/2020","","2021"
"SU021","PS142","1270156","05","09/08/2020","","2021"
"SU021","PS295","1270215","05","09/08/2020","","2021"
"SU021","PS295","1270222","05","09/08/2020","","2021"
"SU021","PS295","1270348","05","09/08/2020","","2021"
"SU021","PS295","1270351","05","09/08/2020","01/25/2021","2021"
"SU021","PS295","1270445","05","09/08/2020","","2021"
"SU021","PS295","1270749","04","09/08/2020","09/17/2020","2021"
"SU021","PS142","1270831","05","09/08/2020","","2021"
"SU021","PS295","1270966","06","09/08/2020","","2021"
"SU021","PS187","1271460","10","09/08/2020","","2021"
"SU021","PS187","1271465","10","09/08/2020","","2021"
"SU021","PS187","1271518","10","09/08/2020","","2021"
"SU021","PS187","1271806","10","09/08/2020","","2021"
"SU021","PS187","1271833","10","09/08/2020","","2021"
"SU021","PS142","1271898","05","09/08/2020","","2021"
"SU021","PS295","1271969","05","09/08/2020","","2021"
"SU021","PS187","1272119","10","09/08/2020","","2021"
"SU021","PS142","1272163","05","09/08/2020","","2021"
"SU021","PS295","1272166","05","09/08/2020","","2021"
"SU021","PS187","1272286","07","09/08/2020","","2021"
"SU021","PS187","1272747","10","09/08/2020","","2021"
"SU021","PS187","1272776","10","09/08/2020","","2021"
"SU021","PS187","1272927","10","09/08/2020","","2021"
"SU021","PS187","1272928","10","09/28/2020","","2021"
"SU021","PS187","1272955","10","09/08/2020","","2021"
"SU021","PS187","1273006","10","09/08/2020","","2021"
"SU021","PS187","1273011","10","09/08/2020","","2021"
"SU021","PS187","1273080","10","09/08/2020","","2021"
"SU021","PS187","1273471","09","09/08/2020","","2021"
"SU021","PS187","1273473","09","09/08/2020","","2021"
"SU021","PS187","1273591","10","09/08/2020","","2021"
"SU021","PS187","1273658","10","09/08/2020","","2021"
"SU021","PS187","1273679","10","09/08/2020","","2021"
"SU021","PS187","1273723","10","09/08/2020","","2021"
"SU021","PS187","1273887","09","09/08/2020","","2021"
"SU021","PS187","1273916","09","09/08/2020","","2021"
"SU021","PS187","1274051","10","09/08/2020","","2021"
"SU021","PS187","1274052","10","09/08/2020","","2021"
"SU021","PS187","1274084","10","09/08/2020","","2021"
"SU021","PS187","1274086","10","09/08/2020","","2021"
"SU021","PS187","1274087","10","09/08/2020","","2021"
"SU021","PS187","1274091","09","09/08/2020","","2021"
"SU021","PS187","1274092","09","09/08/2020","","2021"
"SU021","PS187","1274093","09","09/08/2020","","2021"
"SU021","PS187","1274094","09","09/08/2020","","2021"
"SU021","PS187","1274110","10","09/08/2020","","2021"
"SU021","PS187","1274111","09","09/08/2020","","2021"
"SU021","PS187","1274170","10","09/08/2020","","2021"
"SU021","PS187","1274523","09","09/08/2020","","2021"
"SU021","PS187","1274548","09","09/08/2020","","2021"
"SU021","PS187","1275178","09","09/08/2020","","2021"
"SU021","PS187","1275187","08","09/08/2020","","2021"
"SU021","PS187","1275202","09","09/08/2020","","2021"
"SU021","PS187","1275205","09","09/08/2020","","2021"
"SU021","PS187","1275209","09","09/08/2020","","2021"
"SU021","PS187","1275234","09","09/08/2020","","2021"
"SU021","PS187","1275236","09","09/08/2020","","2021"
"SU021","PS187","1275238","09","09/08/2020","","2021"
"SU021","PS187","1275244","09","09/08/2020","","2021"
"SU021","PS187","1275245","09","09/08/2020","","2021"
"SU021","PS187","1275290","09","09/08/2020","","2021"
"SU021","PS187","1275297","09","09/08/2020","","2021"
"SU021","PS187","1275315","09","09/08/2020","","2021"
"SU021","PS187","1275318","09","09/08/2020","","2021"
"SU021","PS187","1275322","09","09/08/2020","","2021"
"SU021","PS187","1275323","10","09/08/2020","","2021"
"SU021","PS187","1275332","09","09/08/2020","","2021"
"SU021","PS187","1275364","09","09/08/2020","","2021"
"SU021","PS187","1275393","09","09/08/2020","","2021"
"SU021","PS187","1275439","09","09/08/2020","","2021"
"SU021","PS187","1275515","09","09/08/2020","","2021"
"SU021","PS187","1275519","09","09/08/2020","","2021"
"SU021","PS187","1275538","09","09/08/2020","","2021"
"SU021","PS187","1275549","09","09/08/2020","","2021"
"SU021","PS187","1275558","09","09/08/2020","","2021"
"SU021","PS187","1276052","07","09/08/2020","","2021"
"SU021","PS187","1276124","08","09/08/2020","","2021"
"SU021","PS187","1276202","09","09/08/2020","","2021"
"SU021","PS187","1276528","08","09/08/2020","","2021"
"SU021","PS187","1276588","07","09/08/2020","","2021"
"SU021","PS187","1276918","10","09/08/2020","","2021"
"SU021","PS115","1276989","05","09/08/2020","","2021"
"SU021","PS187","1277073","07","09/08/2020","","2021"
"SU021","PS295","1277165","04","09/08/2020","","2021"
"SU021","PS295","1277177","04","09/08/2020","","2021"
"SU021","PS142","1277198","04","09/08/2020","","2021"
"SU021","PS142","1277519","04","09/08/2020","","2021"
"SU021","PS295","1277586","04","09/08/2020","","2021"
"SU021","PS295","1277609","04","09/08/2020","","2021"
"SU021","PS142","1277729","04","09/08/2020","","2021"
"SU021","PS142","1277735","04","09/08/2020","","2021"
"SU021","PS295","1277743","04","09/08/2020","","2021"
"SU021","PS187","1277965","08","09/08/2020","","2021"
"SU021","PS187","1278369","09","09/08/2020","","2021"
"SU021","PS142","1279496","04","09/08/2020","","2021"
"SU021","PS142","1279500","04","09/08/2020","","2021"
"SU021","PS295","1279579","04","09/08/2020","","2021"
"SU021","PS115","1279598","04","09/08/2020","","2021"
"SU021","PS142","1279639","04","09/08/2020","","2021"
"SU021","PS295","1279669","04","09/08/2020","","2021"
"SU021","PS142","1279727","04","09/08/2020","","2021"
"SU021","PS295","1280017","04","09/08/2020","","2021"
"SU021","PS142","1280051","04","09/08/2020","","2021"
"SU021","PS295","1280114","06","09/08/2020","","2021"
"SU021","PS295","1280115","04","09/08/2020","","2021"
"SU021","PS115","1280165","04","09/08/2020","","2021"
"SU021","PS142","1280173","04","09/08/2020","","2021"
"SU021","PS295","1280196","04","09/08/2020","","2021"
"SU021","PS295","1280299","04","09/08/2020","","2021"
"SU021","PS295","1280345","04","09/08/2020","","2021"
"SU021","PS295","1280379","04","09/08/2020","","2021"
"SU021","PS115","1280418","04","09/08/2020","","2021"
"SU021","PS115","1280479","04","09/08/2020","","2021"
"SU021","PS142","1280499","04","09/08/2020","","2021"
"SU021","PS187","1280589","09","09/08/2020","","2021"
"SU021","PS187","1280603","08","09/08/2020","","2021"
"SU021","PS142","1280611","04","09/08/2020","","2021"
"SU021","PS142","1280618","06","09/08/2020","","2021"
"SU021","PS187","1280740","07","09/08/2020","","2021"
"SU021","PS295","1280765","06","09/08/2020","","2021"
"SU021","PS142","1280890","04","09/08/2020","","2021"
"SU021","PS295","1280952","04","09/08/2020","","2021"
"SU021","PS295","1281031","04","09/08/2020","","2021"
"SU021","PS142","1281046","04","09/08/2020","","2021"
"SU021","PS295","1281138","04","09/08/2020","","2021"
"SU021","PS187","1281163","07","09/08/2020","09/27/2020","2021"
"SU021","PS295","1281177","05","09/08/2020","","2021"
"SU021","PS187","1281288","07","09/08/2020","","2021"
"SU021","PS295","1281305","04","09/08/2020","","2021"
"SU021","PS295","1281335","04","09/08/2020","","2021"
"SU021","PS142","1281349","06","09/08/2020","","2021"
"SU021","PS187","1281770","09","09/08/2020","","2021"
"SU021","PS187","1281790","08","09/08/2020","","2021"
"SU021","PS295","1282090","04","09/08/2020","","2021"
"SU021","PS295","1282123","04","09/08/2020","","2021"
"SU021","PS142","1282127","03","09/08/2020","","2021"
"SU021","PS295","1282426","04","09/08/2020","","2021"
"SU021","PS295","1282432","06","09/08/2020","","2021"
"SU021","PS295","1282521","03","09/08/2020","","2021"
"SU021","PS142","1282563","06","09/08/2020","","2021"
"SU021","PS142","1282679","04","09/08/2020","","2021"
"SU021","PS187","1282680","11","09/08/2020","","2021"
"SU021","PS295","1282683","04","09/08/2020","","2021"
"SU021","PS295","1282689","04","09/08/2020","","2021"
"SU021","PS295","1282722","04","09/08/2020","","2021"
"SU021","PS295","1282734","04","09/08/2020","","2021"
"SU021","PS295","1282762","04","09/08/2020","","2021"
"SU021","PS295","1282772","04","09/08/2020","12/13/2020","2021"
"SU021","PS142","1282832","05","09/08/2020","","2021"
"SU021","PS187","1282867","10","09/08/2020","","2021"
"SU021","PS295","1282881","04","09/08/2020","","2021"
"SU021","PS295","1282890","04","09/08/2020","","2021"
"SU021","PS187","1282893","12","09/08/2020","","2021"
"SU021","PS295","1283005","05","09/08/2020","","2021"
"SU021","PS295","1283016","04","09/08/2020","11/04/2020","2021"
"SU021","PS187","1283068","08","09/08/2020","","2021"
"SU021","PS295","1283076","04","09/08/2020","","2021"
"SU021","PS187","1283220","09","09/08/2020","","2021"
"SU021","PS187","1283224","09","09/08/2020","","2021"
"SU021","PS187","1283225","09","09/08/2020","","2021"
"SU021","PS187","1283226","09","09/08/2020","","2021"
"SU021","PS187","1283227","09","09/08/2020","","2021"
"SU021","PS187","1283234","09","09/08/2020","","2021"
"SU021","PS295","1283404","05","09/08/2020","","2021"
"SU021","PS295","1283485","03","09/08/2020","","2021"
"SU021","PS295","1283505","06","09/08/2020","","2021"
"SU021","PS295","1283540","04","09/08/2020","","2021"
"SU021","PS295","1283558","04","09/08/2020","","2021"
"SU021","PS295","1283660","03","09/08/2020","","2021"
"SU021","PS115","1283673","04","09/08/2020","","2021"
"SU021","PS187","1283716","08","09/08/2020","","2021"
"SU021","PS187","1283907","09","09/08/2020","","2021"
"SU021","PS187","1284119","09","10/05/2020","","2021"
"SU021","PS187","1284162","09","09/08/2020","","2021"
"SU021","PS187","1284228","09","09/08/2020","","2021"
"SU021","PS187","1284253","09","09/08/2020","","2021"
"SU021","PS295","1284719","03","09/08/2020","","2021"
"SU021","PS295","1284784","03","09/08/2020","","2021"
"SU021","PS142","1284813","04","09/08/2020","","2021"
"SU021","PS115","1284831","03","09/08/2020","","2021"
"SU021","PS142","1284936","06","09/08/2020","","2021"
"SU021","PS187","1284974","07","09/08/2020","","2021"
"SU021","PS295","1285047","04","09/08/2020","12/10/2020","2021"
"SU021","PS142","1285047","04","12/14/2020","","2021"
"SU021","PS295","1285084","03","09/08/2020","","2021"
"SU021","PS142","1285104","05","09/08/2020","","2021"
"SU021","PS187","1285140","07","09/08/2020","","2021"
"SU021","PS187","1285214","09","09/08/2020","","2021"
"SU021","PS187","1285320","10","09/08/2020","","2021"
"SU021","PS187","1286601","07","09/08/2020","","2021"
"SU021","PS187","1286837","11","09/08/2020","","2021"
"SU021","PS187","1287397","07","09/08/2020","","2021"
"SU021","PS187","1287891","08","09/08/2020","","2021"
"SU021","PS187","1287921","08","09/08/2020","","2021"
"SU021","PS187","1287931","08","09/08/2020","","2021"
"SU021","PS187","1287932","08","09/08/2020","","2021"
"SU021","PS187","1287973","09","09/08/2020","","2021"
"SU021","PS187","1287999","08","09/08/2020","","2021"
"SU021","PS187","1288002","08","09/08/2020","","2021"
"SU021","PS187","1288070","08","09/08/2020","","2021"
"SU021","PS187","1288133","08","09/08/2020","","2021"
"SU021","PS187","1288148","08","09/08/2020","","2021"
"SU021","PS187","1288152","08","09/08/2020","","2021"
"SU021","PS187","1288182","07","09/08/2020","","2021"
"SU021","PS187","1288281","08","09/08/2020","","2021"
"SU021","PS187","1288289","08","09/08/2020","","2021"
"SU021","PS187","1288334","08","09/08/2020","","2021"
"SU021","PS187","1288345","08","09/08/2020","","2021"
"SU021","PS187","1288400","08","09/08/2020","","2021"
"SU021","PS187","1288404","08","09/08/2020","","2021"
"SU021","PS187","1288415","08","09/08/2020","","2021"
"SU021","PS187","1288427","08","09/08/2020","","2021"
"SU021","PS187","1288432","07","09/08/2020","","2021"
"SU021","PS187","1288473","08","09/08/2020","","2021"
"SU021","PS187","1288513","08","09/08/2020","","2021"
"SU021","PS187","1288533","08","09/08/2020","","2021"
"SU021","PS187","1288564","08","09/08/2020","","2021"
"SU021","PS187","1288570","08","09/08/2020","","2021"
"SU021","PS187","1288595","08","09/08/2020","","2021"
"SU021","PS187","1288605","08","09/08/2020","","2021"
"SU021","PS187","1288668","08","09/08/2020","","2021"
"SU021","PS187","1288687","08","09/08/2020","","2021"
"SU021","PS187","1288728","08","09/08/2020","","2021"
"SU021","PS187","1288759","08","09/08/2020","","2021"
"SU021","PS187","1288760","07","09/08/2020","","2021"
"SU021","PS187","1288815","08","09/08/2020","","2021"
"SU021","PS187","1288922","08","09/08/2020","","2021"
"SU021","PS187","1288932","08","09/08/2020","","2021"
"SU021","PS187","1288964","08","09/08/2020","","2021"
"SU021","PS187","1288988","08","09/08/2020","","2021"
"SU021","PS295","1289130","04","09/08/2020","","2021"
"SU021","PS295","1289170","04","09/08/2020","","2021"
"SU021","PS142","1289216","04","09/08/2020","","2021"
"SU021","PS295","1289310","03","09/08/2020","","2021"
"SU021","PS295","1289326","03","09/08/2020","","2021"
"SU021","PS187","1289524","07","09/08/2020","","2021"
"SU021","PS187","1289622","07","09/08/2020","","2021"
"SU021","PS142","1290585","03","09/08/2020","","2021"
"SU021","PS295","1290658","03","09/08/2020","","2021"
"SU021","PS295","1290665","03","09/08/2020","09/17/2020","2021"
"SU021","PS295","1290718","04","09/08/2020","","2021"
"SU021","PS295","1290749","03","09/08/2020","11/24/2020","2021"
"SU021","PS295","1290763","05","09/08/2020","","2021"
"SU021","PS295","1290771","03","09/08/2020","","2021"
"SU021","PS142","1290806","03","09/08/2020","","2021"
"SU021","PS295","1290857","03","09/08/2020","","2021"
"SU021","PS295","1290956","03","09/08/2020","","2021"
"SU021","PS187","1291132","07","09/08/2020","","2021"
"SU021","PS187","1291135","07","09/08/2020","","2021"
"SU021","PS142","1291339","03","10/27/2020","","2021"
"SU021","PS295","1291394","03","09/08/2020","","2021"
"SU021","PS295","1291398","03","09/18/2020","11/22/2020","2021"
"SU021","PS115","1291510","03","09/08/2020","","2021"
"SU021","PS295","1291600","02","09/08/2020","","2021"
"SU021","PS142","1291643","03","09/08/2020","","2021"
"SU021","PS295","1291701","03","09/08/2020","","2021"
"SU021","PS187","1291814","07","09/08/2020","","2021"
"SU021","PS115","1291964","03","09/08/2020","","2021"
"SU021","PS295","1291969","05","09/08/2020","","2021"
"SU021","PS142","1292144","03","09/08/2020","","2021"
"SU021","PS142","1292184","03","09/08/2020","","2021"
"SU021","PS295","1292209","03","09/08/2020","","2021"
"SU021","PS295","1292384","02","09/08/2020","","2021"
"SU021","PS295","1292389","03","09/08/2020","","2021"
"SU021","PS295","1292466","03","09/08/2020","","2021"
"SU021","PS295","1292510","03","09/08/2020","","2021"
"SU021","PS142","1292543","03","09/08/2020","","2021"
"SU021","PS295","1292641","03","09/08/2020","","2021"
"SU021","PS142","1292653","03","09/08/2020","","2021"
"SU021","PS295","1292694","04","09/08/2020","","2021"
"SU021","PS295","1293493","03","09/08/2020","","2021"
"SU021","PS295","1293563","03","09/08/2020","","2021"
"SU021","PS295","1293867","03","09/08/2020","","2021"
"SU021","PS295","1294067","03","09/08/2020","","2021"
"SU021","PS187","1294157","08","09/08/2020","","2021"
"SU021","PS295","1294212","03","09/08/2020","11/01/2020","2021"
"SU021","PS295","1294402","03","09/08/2020","","2021"
"SU021","PS142","1294444","03","09/08/2020","","2021"
"SU021","PS142","1294607","02","09/08/2020","","2021"
"SU021","PS187","1295167","07","09/08/2020","","2021"
"SU021","PS142","1295169","06","09/08/2020","","2021"
"SU021","PS295","1295195","03","09/08/2020","","2021"
"SU021","PS115","1295238","05","09/08/2020","","2021"
"SU021","PS295","1295333","03","09/08/2020","","2021"
"SU021","PS295","1295386","03","09/08/2020","","2021"
"SU021","PS115","1295519","05","09/08/2020","","2021"
"SU021","PS115","1295529","03","09/08/2020","","2021"
"SU021","PS142","1295707","03","09/08/2020","","2021"
"SU021","PS115","1295719","03","09/08/2020","","2021"
"SU021","PS295","1295741","03","09/08/2020","11/01/2020","2021"
"SU021","PS115","1295753","03","09/08/2020","","2021"
"SU021","PS115","1295829","03","09/08/2020","","2021"
"SU021","PS295","1295950","03","09/08/2020","","2021"
"SU021","PS142","1295992","05","09/08/2020","","2021"
"SU021","PS295","1296338","03","11/17/2020","","2021"
"SU021","PS142","1296360","03","09/08/2020","","2021"
"SU021","PS295","1296363","03","09/08/2020","","2021"
"SU021","PS142","1296406","03","01/27/2021","","2021"
"SU021","PS142","1296437","03","09/08/2020","","2021"
"SU021","PS295","1296500","03","09/08/2020","","2021"
"SU021","PS187","1296758","10","09/08/2020","","2021"
"SU021","PS187","1296759","11","09/08/2020","","2021"
"SU021","PS187","1296874","08","09/08/2020","","2021"
"SU021","PS187","1296876","08","09/08/2020","","2021"
"SU021","PS187","1296877","08","09/08/2020","","2021"
"SU021","PS187","1297101","07","01/19/2021","","2021"
"SU021","PS187","1297812","07","09/08/2020","10/28/2020","2021"
"SU021","PS142","1297997","04","09/08/2020","","2021"
"SU021","PS295","1298022","02","09/08/2020","","2021"
"SU021","PS295","1298081","02","09/08/2020","","2021"
"SU021","PS115","1298174","02","09/08/2020","","2021"
"SU021","PS142","1298178","02","09/08/2020","","2021"
"SU021","PS187","1298901","08","09/08/2020","","2021"
"SU021","PS187","1298976","08","09/08/2020","","2021"
"SU021","PS187","1299003","08","09/08/2020","","2021"
"SU021","PS187","1299542","08","09/08/2020","","2021"
"SU021","PS187","1299683","08","09/08/2020","","2021"
"SU021","PS115","1299926","06","09/08/2020","","2021"
"SU021","PS187","1299941","07","09/08/2020","","2021"
"SU021","PS187","1299942","07","09/08/2020","","2021"
"SU021","PS187","1299945","07","09/08/2020","","2021"
"SU021","PS187","1299947","07","09/08/2020","","2021"
"SU021","PS187","1299951","07","09/08/2020","","2021"
"SU021","PS187","1300073","07","09/08/2020","","2021"
"SU021","PS187","1300076","07","09/08/2020","","2021"
"SU021","PS187","1300079","07","09/08/2020","","2021"
"SU021","PS187","1300086","07","09/08/2020","","2021"
"SU021","PS187","1300087","07","09/08/2020","","2021"
"SU021","PS187","1300118","07","09/08/2020","","2021"
"SU021","PS187","1300155","07","09/08/2020","","2021"
